date,county,icu_covid_confirmed,icu_covid_suspected,hsp_covid_confirmed,hsp_covid_suspected,icu_available_beds,hsp_all_beds
2020-04-14,Butte,1,6,1,6,4,NA
2020-04-15,Butte,0,2,1,5,6,NA
2020-04-16,Butte,0,3,1,10,8,NA
2020-04-17,Butte,0,6,1,9,7,NA
2020-04-18,Butte,0,2,1,4,11,NA
2020-04-19,Butte,0,1,1,3,11,NA
2020-04-20,Butte,0,1,1,2,9,NA
2020-04-21,Butte,0,1,0,1,19,NA
2020-04-22,Butte,0,1,0,0,17,NA
2020-04-23,Butte,0,1,0,0,14,NA
2020-04-24,Butte,0,3,0,4,18,NA
2020-04-25,Butte,0,0,0,3,14,NA
2020-04-26,Butte,0,0,0,0,18,NA
2020-04-27,Butte,0,0,0,0,22,NA
2020-04-28,Butte,0,0,0,1,19,NA
2020-04-29,Butte,0,1,0,2,20,NA
2020-04-30,Butte,0,0,0,0,20,NA
2020-05-01,Butte,0,1,0,1,20,NA
2020-05-02,Butte,0,0,0,0,19,NA
2020-05-03,Butte,0,0,0,2,22,NA
2020-05-04,Butte,0,0,0,1,12,NA
2020-05-05,Butte,0,0,0,0,14,NA
2020-05-06,Butte,0,0,0,0,17,NA
2020-05-07,Butte,0,0,1,1,19,NA
2020-05-08,Butte,0,0,1,1,23,NA
2020-05-09,Butte,0,2,1,2,24,NA
2020-05-10,Butte,0,1,1,2,21,NA
2020-05-11,Butte,0,0,2,1,25,NA
2020-05-12,Butte,0,1,2,3,25,NA
2020-05-13,Butte,0,2,2,3,19,NA
2020-05-14,Butte,0,0,2,1,19,NA
2020-05-15,Butte,1,0,2,2,14,NA
2020-05-16,Butte,1,0,2,1,20,NA
2020-05-17,Butte,1,0,2,0,22,NA
2020-05-18,Butte,1,0,2,1,22,NA
2020-05-19,Butte,1,0,1,0,23,NA
2020-05-20,Butte,2,0,4,1,20,NA
2020-05-21,Butte,2,1,8,1,17,NA
2020-05-22,Butte,2,0,7,1,17,NA
2020-05-23,Butte,2,0,5,0,20,NA
2020-05-24,Butte,2,0,5,0,20,NA
2020-05-25,Butte,3,0,7,0,19,NA
2020-05-26,Butte,3,0,5,0,20,NA
2020-05-27,Butte,3,0,6,1,21,NA
2020-05-28,Butte,3,0,5,1,22,NA
2020-05-29,Butte,2,0,6,0,18,NA
2020-05-30,Butte,2,0,6,0,24,NA
2020-05-31,Butte,2,0,5,0,22,NA
2020-06-01,Butte,1,1,4,0,17,NA
2020-06-02,Butte,1,0,4,2,15,NA
2020-06-03,Butte,0,0,4,0,22,NA
2020-06-04,Butte,0,0,4,0,22,NA
2020-06-05,Butte,1,0,2,0,21,NA
2020-06-06,Butte,1,0,1,0,19,NA
2020-06-07,Butte,1,0,1,0,21,NA
2020-06-08,Butte,2,0,4,0,19,NA
2020-06-09,Butte,2,1,6,0,16,NA
2020-06-10,Butte,3,6,7,23,17,NA
2020-06-11,Butte,3,7,5,37,15,NA
2020-06-12,Butte,3,0,5,0,20,NA
2020-06-13,Butte,3,1,3,0,20,NA
2020-06-14,Butte,3,0,3,0,19,NA
2020-06-15,Butte,3,1,3,2,14,NA
2020-06-16,Butte,3,0,3,0,10,NA
2020-06-17,Butte,3,0,3,0,4,NA
2020-06-18,Butte,2,0,4,0,6,NA
2020-06-19,Butte,2,1,4,1,9,NA
2020-06-20,Butte,3,0,3,0,11,NA
2020-06-21,Butte,5,0,6,0,10,NA
2020-06-22,Butte,3,2,6,3,11,NA
2020-06-23,Butte,4,0,7,0,12,NA
2020-06-24,Butte,4,1,6,1,8,NA
2020-06-25,Butte,2,0,6,0,5,NA
2020-06-26,Butte,1,0,6,0,11,NA
2020-06-27,Butte,2,0,5,0,5,NA
2020-06-28,Butte,2,0,5,0,4,NA
2020-06-29,Butte,2,1,6,1,9,NA
2020-06-30,Butte,2,0,6,0,9,NA
2020-07-01,Butte,1,2,7,2,3,NA
2020-07-02,Butte,4,2,9,3,3,NA
2020-07-03,Butte,4,0,7,2,6,NA
2020-07-04,Butte,5,0,8,0,4,NA
2020-07-05,Butte,6,0,10,0,1,NA
2020-07-06,Butte,7,1,12,1,1,NA
2020-07-07,Butte,6,1,14,1,3,NA
2020-07-08,Butte,7,0,13,1,5,NA
2020-07-09,Butte,10,0,16,0,5,NA
2020-07-10,Butte,10,0,16,0,1,NA
2020-07-11,Butte,9,1,15,1,0,NA
2020-07-12,Butte,8,1,16,1,2,NA
2020-07-13,Butte,9,0,15,2,4,NA
2020-07-14,Butte,9,0,17,1,0,NA
2020-07-15,Butte,6,1,17,2,5,NA
2020-07-16,Butte,7,0,18,1,2,NA
2020-07-17,Butte,4,0,16,1,4,NA
2020-07-18,Butte,7,0,23,0,4,NA
2020-07-19,Butte,7,0,22,1,5,NA
2020-07-20,Butte,9,1,24,2,6,NA
2020-07-21,Butte,9,0,27,1,7,NA
2020-07-22,Butte,8,1,26,1,-2,NA
2020-07-23,Butte,11,0,31,0,5,NA
2020-07-24,Butte,10,0,28,1,9,NA
2020-07-25,Butte,9,0,26,2,9,NA
2020-07-26,Butte,8,0,22,1,10,NA
2020-07-27,Butte,8,1,25,1,11,NA
2020-07-28,Butte,11,1,26,2,6,NA
2020-07-29,Butte,8,0,27,0,5,NA
2020-07-30,Butte,9,1,30,1,2,NA
2020-07-31,Butte,9,0,25,1,2,NA
2020-08-01,Butte,11,0,29,2,11,NA
2020-08-02,Butte,8,0,27,1,10,NA
2020-08-03,Butte,8,0,26,0,10,NA
2020-08-04,Butte,11,0,23,0,7,NA
2020-08-05,Butte,10,0,26,3,5,NA
2020-08-06,Butte,8,0,23,1,6,NA
2020-08-07,Butte,8,0,20,0,9,NA
2020-08-08,Butte,7,0,23,0,12,NA
2020-08-09,Butte,7,1,20,1,11,NA
2020-08-10,Butte,8,0,19,0,4,NA
2020-08-11,Butte,10,0,18,0,5,NA
2020-08-12,Butte,11,0,18,0,2,NA
2020-08-13,Butte,10,0,21,0,2,NA
2020-08-14,Butte,10,0,20,0,1,NA
2020-08-15,Butte,10,0,20,0,5,NA
2020-08-16,Butte,9,0,21,0,4,NA
2020-08-17,Butte,9,0,22,0,5,NA
2020-08-18,Butte,8,0,24,0,0,NA
2020-08-19,Butte,7,0,23,0,8,NA
2020-08-20,Butte,5,0,25,0,5,NA
2020-08-21,Butte,5,0,19,0,8,NA
2020-08-22,Butte,8,0,24,0,7,NA
2020-08-23,Butte,7,0,21,0,11,NA
2020-08-24,Butte,8,0,24,0,10,NA
2020-08-25,Butte,6,1,17,1,6,NA
2020-08-26,Butte,8,1,20,1,6,NA
2020-08-27,Butte,6,0,19,0,5,NA
2020-08-28,Butte,6,0,19,0,4,NA
2020-08-29,Butte,5,0,17,0,3,NA
2020-08-30,Butte,4,0,18,0,6,NA
2020-08-31,Butte,4,0,17,1,19,NA
2020-09-01,Butte,3,0,17,0,19,NA
2020-09-02,Butte,3,0,17,1,12,NA
2020-09-03,Butte,3,0,20,1,14,NA
2020-09-04,Butte,3,0,15,0,15,NA
2020-09-05,Butte,4,0,15,1,17,NA
2020-09-06,Butte,6,0,20,1,11,NA
2020-09-07,Butte,6,0,23,0,7,NA
2020-09-08,Butte,5,1,24,1,8,NA
2020-09-09,Butte,5,0,21,0,4,NA
2020-09-10,Butte,4,0,17,0,8,NA
2020-09-11,Butte,3,0,11,0,8,NA
2020-09-12,Butte,1,0,12,0,8,NA
2020-09-13,Butte,3,0,15,0,5,NA
2020-09-14,Butte,3,0,14,0,6,NA
2020-09-15,Butte,3,0,10,0,8,NA
2020-09-16,Butte,3,0,10,1,8,NA
2020-09-17,Butte,3,0,9,0,13,NA
2020-09-18,Butte,5,1,14,1,10,NA
2020-09-19,Butte,4,0,16,1,17,NA
2020-09-20,Butte,4,0,13,0,20,NA
2020-09-21,Butte,3,1,12,1,13,NA
2020-09-22,Butte,5,0,13,0,11,NA
2020-09-23,Butte,6,0,12,0,5,NA
2020-09-24,Butte,6,0,11,0,5,NA
2020-09-25,Butte,7,0,12,0,6,NA
2020-09-26,Butte,7,0,13,0,4,NA
2020-09-27,Butte,8,0,13,0,4,NA
2020-09-28,Butte,6,0,13,0,8,NA
2020-09-29,Butte,6,0,13,0,3,NA
2020-09-30,Butte,3,0,9,0,4,NA
2020-10-01,Butte,2,0,6,0,7,NA
2020-10-02,Butte,3,0,7,0,9,NA
2020-10-03,Butte,4,0,12,0,12,NA
2020-10-04,Butte,4,0,8,0,18,NA
2020-10-05,Butte,4,0,8,0,15,NA
2020-10-06,Butte,5,0,8,0,5,NA
2020-10-07,Butte,4,0,7,0,9,NA
2020-10-08,Butte,3,0,7,0,7,NA
2020-10-09,Butte,3,0,6,0,11,NA
2020-10-10,Butte,3,0,6,0,9,NA
2020-10-11,Butte,4,0,6,0,13,NA
2020-10-12,Butte,4,0,6,0,10,NA
2020-10-13,Butte,2,0,6,0,6,NA
2020-10-14,Butte,2,0,3,0,7,NA
2020-10-15,Butte,1,0,2,0,9,NA
2020-10-16,Butte,2,0,2,0,12,NA
2020-10-17,Butte,2,0,2,0,12,NA
2020-10-18,Butte,2,0,2,0,13,NA
2020-10-19,Butte,2,0,2,0,11,NA
2020-10-20,Butte,3,0,6,0,7,NA
2020-10-21,Butte,1,0,7,0,4,NA
2020-10-22,Butte,1,0,7,0,11,NA
2020-10-23,Butte,1,0,7,0,8,NA
2020-10-24,Butte,1,0,5,0,12,NA
2020-10-25,Butte,1,0,6,0,12,NA
2020-10-26,Butte,1,0,8,0,12,NA
2020-10-27,Butte,3,0,10,0,9,NA
2020-10-28,Butte,3,0,10,0,5,NA
2020-10-29,Butte,2,0,9,0,13,NA
2020-10-30,Butte,2,0,7,0,14,NA
2020-10-31,Butte,2,1,7,1,12,NA
2020-11-01,Butte,1,1,9,1,16,NA
2020-11-02,Butte,4,1,9,1,10,NA
2020-11-03,Butte,3,1,12,1,7,NA
2020-11-04,Butte,4,0,11,0,12,NA
2020-11-05,Butte,1,0,12,0,16,NA
2020-11-06,Butte,1,0,8,0,14,NA
2020-11-07,Butte,2,1,10,1,15,NA
2020-11-08,Butte,1,0,10,0,11,NA
2020-11-09,Butte,0,0,12,0,13,NA
2020-11-10,Butte,1,0,13,0,5,NA
2020-11-11,Butte,1,0,16,0,8,NA
2020-11-12,Butte,0,0,16,0,7,NA
2020-11-13,Butte,1,1,19,1,10,NA
2020-11-14,Butte,1,0,21,0,13,NA
2020-11-15,Butte,2,0,21,0,13,NA
2020-11-16,Butte,1,0,23,0,16,NA
2020-11-17,Butte,2,0,23,0,12,NA
2020-11-18,Butte,2,0,22,0,12,NA
2020-11-19,Butte,3,0,24,1,14,NA
2020-11-20,Butte,2,0,29,1,16,NA
2020-11-21,Butte,2,0,23,0,14,NA
2020-11-22,Butte,2,0,25,0,14,NA
2020-11-23,Butte,4,0,32,0,14,NA
2020-11-24,Butte,4,0,33,0,11,NA
2020-11-25,Butte,4,0,28,0,15,NA
2020-11-26,Butte,8,0,32,1,15,NA
2020-11-27,Butte,5,1,37,2,13,NA
2020-11-28,Butte,6,2,45,2,10,NA
2020-11-29,Butte,5,0,46,0,19,NA
2020-11-30,Butte,7,0,45,0,14,NA
2020-12-01,Butte,6,0,45,1,16,NA
2020-12-02,Butte,6,1,44,1,12,NA
2020-12-03,Butte,7,1,47,1,21,NA
2020-12-04,Butte,8,0,51,1,15,NA
2020-12-05,Butte,6,0,57,0,9,NA
2020-12-06,Butte,6,0,51,0,15,NA
2020-12-07,Butte,5,0,54,1,13,NA
2020-12-08,Butte,9,0,63,3,7,NA
2020-12-09,Butte,8,0,62,3,6,NA
2020-12-10,Butte,6,0,61,3,8,NA
2020-12-11,Butte,9,0,66,3,8,NA
2020-12-12,Butte,9,0,65,1,11,NA
2020-12-13,Butte,14,0,77,0,11,NA
2020-12-14,Butte,14,0,77,0,13,NA
2020-12-15,Butte,13,0,84,0,12,NA
2020-12-16,Butte,11,0,86,1,14,NA
2020-12-17,Butte,13,0,84,0,9,NA
2020-12-18,Butte,11,0,74,0,13,NA
2020-12-19,Butte,17,0,90,0,5,NA
2020-12-20,Butte,9,0,88,1,8,NA
2020-12-21,Butte,10,0,95,0,9,NA
2020-12-22,Butte,12,0,88,0,7,NA
2020-12-23,Butte,11,0,81,0,10,NA
2020-12-24,Butte,14,0,84,0,5,NA
2020-12-25,Butte,15,0,91,0,4,NA
2020-12-26,Butte,16,0,100,0,3,NA
2020-12-27,Butte,17,0,84,0,3,NA
2020-12-28,Butte,12,0,77,0,3,NA
2020-03-29,Calaveras,NA,NA,NA,NA,NA,NA
2020-03-30,Calaveras,0,1,0,3,5,NA
2020-03-31,Calaveras,0,0,0,1,4,NA
2020-04-01,Calaveras,0,0,0,1,5,NA
2020-04-02,Calaveras,0,0,0,1,5,NA
2020-04-03,Calaveras,0,0,0,1,5,NA
2020-04-04,Calaveras,0,0,0,1,5,NA
2020-04-05,Calaveras,0,0,0,0,6,NA
2020-04-06,Calaveras,0,0,0,0,6,NA
2020-04-07,Calaveras,0,0,0,1,8,NA
2020-04-08,Calaveras,0,0,0,2,8,NA
2020-04-09,Calaveras,0,0,0,0,11,NA
2020-04-10,Calaveras,0,0,0,0,11,NA
2020-04-11,Calaveras,0,1,0,1,11,NA
2020-04-12,Calaveras,0,2,0,2,9,NA
2020-04-13,Calaveras,0,1,0,1,10,NA
2020-04-14,Calaveras,0,0,0,1,12,NA
2020-04-15,Calaveras,0,0,0,0,10,NA
2020-04-16,Calaveras,0,1,0,1,10,NA
2020-04-17,Calaveras,0,2,0,2,9,NA
2020-04-18,Calaveras,0,0,0,0,11,NA
2020-04-19,Calaveras,0,0,0,0,11,NA
2020-04-20,Calaveras,0,0,0,1,11,NA
2020-04-21,Calaveras,0,0,0,0,12,NA
2020-04-22,Calaveras,0,0,0,0,12,NA
2020-04-23,Calaveras,0,1,0,1,11,NA
2020-04-24,Calaveras,0,1,0,2,11,NA
2020-04-25,Calaveras,0,0,0,1,11,NA
2020-04-26,Calaveras,0,0,0,0,11,NA
2020-04-27,Calaveras,0,0,0,1,12,NA
2020-04-28,Calaveras,0,0,0,1,12,NA
2020-04-29,Calaveras,0,0,0,0,12,NA
2020-04-30,Calaveras,0,0,0,0,12,NA
2020-05-01,Calaveras,0,0,0,1,12,NA
2020-05-02,Calaveras,0,1,0,1,11,NA
2020-05-03,Calaveras,0,1,0,1,11,NA
2020-05-04,Calaveras,0,0,0,1,11,NA
2020-05-05,Calaveras,0,0,0,0,12,NA
2020-05-06,Calaveras,0,0,0,0,12,NA
2020-05-07,Calaveras,0,0,0,0,12,NA
2020-05-08,Calaveras,0,0,0,0,11,NA
2020-05-09,Calaveras,0,1,0,2,9,NA
2020-05-10,Calaveras,0,0,0,0,9,NA
2020-05-11,Calaveras,0,1,0,1,8,NA
2020-05-12,Calaveras,0,0,0,0,8,NA
2020-05-13,Calaveras,0,0,0,0,11,NA
2020-05-14,Calaveras,0,0,0,0,10,NA
2020-05-15,Calaveras,0,1,0,1,10,NA
2020-05-16,Calaveras,0,0,0,0,10,NA
2020-05-17,Calaveras,0,0,0,0,11,NA
2020-05-18,Calaveras,0,0,0,0,11,NA
2020-05-19,Calaveras,0,0,0,0,11,NA
2020-05-20,Calaveras,0,0,0,0,10,NA
2020-05-21,Calaveras,0,1,0,1,9,NA
2020-05-22,Calaveras,0,0,0,0,9,NA
2020-05-23,Calaveras,0,0,0,0,9,NA
2020-05-24,Calaveras,0,0,0,1,10,NA
2020-05-25,Calaveras,0,0,0,1,10,NA
2020-05-26,Calaveras,0,0,0,0,11,NA
2020-05-27,Calaveras,0,0,0,0,11,NA
2020-05-28,Calaveras,1,0,1,0,10,NA
2020-05-29,Calaveras,1,1,1,1,9,NA
2020-05-30,Calaveras,1,1,1,1,9,NA
2020-05-31,Calaveras,1,0,1,0,9,NA
2020-06-01,Calaveras,1,0,1,0,9,NA
2020-06-02,Calaveras,1,0,1,0,8,NA
2020-06-03,Calaveras,1,0,1,0,8,NA
2020-06-04,Calaveras,0,0,0,0,10,NA
2020-06-05,Calaveras,0,0,0,0,10,NA
2020-06-06,Calaveras,0,0,0,0,10,NA
2020-06-07,Calaveras,0,0,0,1,12,NA
2020-06-08,Calaveras,0,0,0,0,10,NA
2020-06-09,Calaveras,0,0,0,0,9,NA
2020-06-10,Calaveras,0,0,0,0,9,NA
2020-06-11,Calaveras,0,0,0,0,8,NA
2020-06-12,Calaveras,0,0,0,0,10,NA
2020-06-13,Calaveras,0,0,0,0,12,NA
2020-06-14,Calaveras,0,0,0,0,10,NA
2020-06-15,Calaveras,0,0,0,0,9,NA
2020-06-16,Calaveras,0,0,0,0,9,NA
2020-06-17,Calaveras,0,0,0,0,9,NA
2020-06-18,Calaveras,0,0,0,1,8,NA
2020-06-19,Calaveras,0,0,0,1,9,NA
2020-06-20,Calaveras,0,1,1,1,9,NA
2020-06-21,Calaveras,0,0,0,1,10,NA
2020-06-22,Calaveras,0,0,0,0,10,NA
2020-06-23,Calaveras,0,0,0,1,12,NA
2020-06-24,Calaveras,0,0,0,0,11,NA
2020-06-25,Calaveras,1,0,1,1,9,NA
2020-06-26,Calaveras,1,0,1,1,10,NA
2020-06-27,Calaveras,1,0,1,0,9,NA
2020-06-28,Calaveras,1,0,1,1,10,NA
2020-06-29,Calaveras,1,0,1,1,10,NA
2020-06-30,Calaveras,1,1,1,2,10,NA
2020-07-01,Calaveras,2,0,2,0,8,NA
2020-07-02,Calaveras,0,2,0,3,9,NA
2020-07-03,Calaveras,0,0,0,0,12,NA
2020-07-04,Calaveras,0,0,0,1,11,NA
2020-07-05,Calaveras,0,1,0,2,10,NA
2020-07-06,Calaveras,0,2,0,3,8,NA
2020-07-07,Calaveras,0,0,0,0,9,NA
2020-07-08,Calaveras,0,0,0,0,9,NA
2020-07-09,Calaveras,0,0,0,0,9,NA
2020-07-10,Calaveras,0,0,0,0,10,NA
2020-07-11,Calaveras,0,0,0,0,9,NA
2020-07-12,Calaveras,0,0,0,2,10,NA
2020-07-13,Calaveras,0,2,0,3,10,NA
2020-07-14,Calaveras,0,3,0,4,9,NA
2020-07-15,Calaveras,0,3,0,3,9,NA
2020-07-16,Calaveras,0,0,0,0,10,NA
2020-07-17,Calaveras,0,0,0,0,10,NA
2020-07-18,Calaveras,1,3,1,5,8,NA
2020-07-19,Calaveras,1,0,1,1,8,NA
2020-07-20,Calaveras,1,0,3,0,9,NA
2020-07-21,Calaveras,1,1,2,2,8,NA
2020-07-22,Calaveras,1,0,2,0,4,NA
2020-07-23,Calaveras,1,0,2,0,5,NA
2020-07-24,Calaveras,0,1,1,1,6,NA
2020-07-25,Calaveras,0,0,0,0,7,NA
2020-07-26,Calaveras,0,1,0,1,5,NA
2020-07-27,Calaveras,1,1,1,1,6,NA
2020-07-28,Calaveras,1,0,1,0,7,NA
2020-07-29,Calaveras,1,0,1,0,6,NA
2020-07-30,Calaveras,0,0,0,0,8,NA
2020-07-31,Calaveras,0,0,0,0,7,NA
2020-08-01,Calaveras,0,0,0,0,8,NA
2020-08-02,Calaveras,0,0,0,0,8,NA
2020-08-03,Calaveras,0,0,0,0,8,NA
2020-08-04,Calaveras,0,0,1,1,8,NA
2020-08-05,Calaveras,0,3,1,3,8,NA
2020-08-06,Calaveras,2,0,2,1,5,NA
2020-08-07,Calaveras,2,0,2,0,4,NA
2020-08-08,Calaveras,2,1,2,1,5,NA
2020-08-09,Calaveras,2,1,2,2,5,NA
2020-08-10,Calaveras,2,1,3,1,5,NA
2020-08-11,Calaveras,2,0,3,0,5,NA
2020-08-12,Calaveras,1,0,2,0,6,NA
2020-08-13,Calaveras,3,0,12,1,26,NA
2020-08-14,Calaveras,2,0,3,1,5,NA
2020-08-15,Calaveras,1,0,2,0,5,NA
2020-08-16,Calaveras,1,1,2,1,6,NA
2020-08-17,Calaveras,1,1,2,1,5,NA
2020-08-18,Calaveras,2,1,3,2,3,NA
2020-08-19,Calaveras,2,0,3,1,5,NA
2020-08-20,Calaveras,1,1,4,1,3,NA
2020-08-21,Calaveras,1,1,4,2,4,NA
2020-08-22,Calaveras,2,0,4,2,5,NA
2020-08-23,Calaveras,2,0,5,2,5,NA
2020-08-24,Calaveras,2,1,5,1,4,NA
2020-08-25,Calaveras,3,1,4,4,4,NA
2020-08-26,Calaveras,3,0,4,1,4,NA
2020-08-27,Calaveras,2,1,3,1,4,NA
2020-08-28,Calaveras,2,0,2,0,6,NA
2020-08-29,Calaveras,2,1,2,1,4,NA
2020-08-30,Calaveras,2,0,2,2,4,NA
2020-08-31,Calaveras,2,0,2,1,4,NA
2020-09-01,Calaveras,2,2,2,2,4,NA
2020-09-02,Calaveras,2,1,4,2,4,NA
2020-09-03,Calaveras,3,0,5,0,5,NA
2020-09-04,Calaveras,3,0,4,1,5,NA
2020-09-05,Calaveras,2,1,3,3,4,NA
2020-09-06,Calaveras,1,1,2,2,5,NA
2020-09-07,Calaveras,1,0,1,1,6,NA
2020-09-08,Calaveras,1,0,1,5,2,NA
2020-09-09,Calaveras,2,1,2,3,4,NA
2020-09-10,Calaveras,2,2,2,5,3,NA
2020-09-11,Calaveras,2,0,2,1,4,NA
2020-09-12,Calaveras,2,0,2,3,4,NA
2020-09-13,Calaveras,2,0,2,0,4,NA
2020-09-14,Calaveras,2,0,2,0,3,NA
2020-09-15,Calaveras,1,1,1,1,6,NA
2020-09-16,Calaveras,1,0,1,0,6,NA
2020-09-17,Calaveras,0,0,0,0,6,NA
2020-09-18,Calaveras,0,0,0,1,7,NA
2020-09-19,Calaveras,0,0,0,0,7,NA
2020-09-20,Calaveras,0,0,0,0,6,NA
2020-09-21,Calaveras,0,0,0,0,6,NA
2020-09-22,Calaveras,0,0,0,0,3,NA
2020-09-23,Calaveras,0,0,0,0,3,NA
2020-09-24,Calaveras,0,0,0,0,5,NA
2020-09-25,Calaveras,0,0,0,0,5,NA
2020-09-26,Calaveras,0,0,0,0,5,NA
2020-09-27,Calaveras,0,0,0,0,6,NA
2020-09-28,Calaveras,0,0,0,0,6,NA
2020-09-29,Calaveras,0,0,0,0,6,NA
2020-09-30,Calaveras,0,0,0,0,8,NA
2020-10-01,Calaveras,0,0,0,0,7,NA
2020-10-02,Calaveras,0,0,0,0,5,NA
2020-10-03,Calaveras,0,0,0,0,4,NA
2020-10-04,Calaveras,0,0,0,0,5,NA
2020-10-05,Calaveras,0,0,0,0,5,NA
2020-10-06,Calaveras,0,0,0,0,4,NA
2020-10-07,Calaveras,0,0,0,1,5,NA
2020-10-08,Calaveras,0,0,0,0,8,NA
2020-10-09,Calaveras,0,0,0,0,8,NA
2020-10-10,Calaveras,0,0,0,0,8,NA
2020-10-11,Calaveras,0,0,0,0,6,NA
2020-10-12,Calaveras,0,0,0,0,6,NA
2020-10-13,Calaveras,0,0,0,0,8,NA
2020-10-14,Calaveras,0,0,0,0,8,NA
2020-10-15,Calaveras,0,0,0,0,8,NA
2020-10-16,Calaveras,0,0,0,0,6,NA
2020-10-17,Calaveras,0,0,0,0,6,NA
2020-10-18,Calaveras,0,0,0,0,8,NA
2020-10-19,Calaveras,0,0,0,0,6,NA
2020-10-20,Calaveras,0,0,0,0,5,NA
2020-10-21,Calaveras,0,0,0,0,6,NA
2020-10-22,Calaveras,0,0,0,0,5,NA
2020-10-23,Calaveras,0,0,0,0,6,NA
2020-10-24,Calaveras,0,0,0,0,6,NA
2020-10-25,Calaveras,0,0,0,0,6,NA
2020-10-26,Calaveras,0,0,0,0,6,NA
2020-10-27,Calaveras,0,0,0,0,4,NA
2020-10-28,Calaveras,0,0,0,0,3,NA
2020-10-29,Calaveras,0,0,0,0,4,NA
2020-10-30,Calaveras,0,0,0,0,6,NA
2020-10-31,Calaveras,0,0,0,0,7,NA
2020-11-01,Calaveras,0,0,0,0,7,NA
2020-11-02,Calaveras,0,0,0,0,6,NA
2020-11-03,Calaveras,0,0,0,0,8,NA
2020-11-04,Calaveras,0,0,0,0,8,NA
2020-11-05,Calaveras,0,0,0,0,8,NA
2020-11-06,Calaveras,0,0,0,0,7,NA
2020-11-07,Calaveras,0,0,0,0,4,NA
2020-11-08,Calaveras,0,0,0,0,4,NA
2020-11-09,Calaveras,0,0,0,0,3,NA
2020-11-10,Calaveras,0,0,0,0,4,NA
2020-11-11,Calaveras,0,0,0,0,4,NA
2020-11-12,Calaveras,0,0,0,0,4,NA
2020-11-13,Calaveras,1,0,1,0,4,NA
2020-11-14,Calaveras,2,0,2,0,4,NA
2020-11-15,Calaveras,2,0,2,0,5,NA
2020-11-16,Calaveras,2,0,2,0,5,NA
2020-11-17,Calaveras,1,0,1,0,5,NA
2020-11-18,Calaveras,1,0,1,0,4,NA
2020-11-19,Calaveras,1,0,1,0,5,NA
2020-11-20,Calaveras,0,0,0,0,3,NA
2020-11-21,Calaveras,0,0,0,0,3,NA
2020-11-22,Calaveras,2,0,2,0,5,NA
2020-11-23,Calaveras,2,0,2,0,4,NA
2020-11-24,Calaveras,1,0,1,0,5,NA
2020-11-25,Calaveras,1,0,1,0,4,NA
2020-11-26,Calaveras,1,0,1,0,4,NA
2020-11-27,Calaveras,1,0,1,0,5,NA
2020-11-28,Calaveras,1,0,1,0,5,NA
2020-11-29,Calaveras,3,0,3,0,3,NA
2020-11-30,Calaveras,2,0,4,0,5,NA
2020-12-01,Calaveras,2,0,6,0,5,NA
2020-12-02,Calaveras,3,0,5,0,5,NA
2020-12-03,Calaveras,2,0,5,0,5,NA
2020-12-04,Calaveras,2,0,4,0,5,NA
2020-12-05,Calaveras,2,0,2,0,5,NA
2020-12-06,Calaveras,2,0,2,0,4,NA
2020-12-07,Calaveras,1,0,1,0,4,NA
2020-12-08,Calaveras,1,0,1,0,5,NA
2020-12-09,Calaveras,1,0,2,0,5,NA
2020-12-10,Calaveras,3,0,3,0,2,NA
2020-12-11,Calaveras,4,0,4,0,3,NA
2020-12-12,Calaveras,4,0,5,0,3,NA
2020-12-13,Calaveras,4,0,7,0,3,NA
2020-12-14,Calaveras,4,0,6,0,3,NA
2020-12-15,Calaveras,4,0,6,0,3,NA
2020-12-16,Calaveras,2,0,4,0,4,NA
2020-12-17,Calaveras,2,0,4,0,4,NA
2020-12-18,Calaveras,3,0,5,0,4,NA
2020-12-19,Calaveras,3,0,5,0,4,NA
2020-12-20,Calaveras,3,0,6,0,5,NA
2020-12-21,Calaveras,3,0,6,0,4,NA
2020-12-22,Calaveras,4,0,8,0,4,NA
2020-12-23,Calaveras,3,0,8,0,4,NA
2020-12-24,Calaveras,2,0,6,0,4,NA
2020-12-25,Calaveras,2,0,5,0,4,NA
2020-12-26,Calaveras,2,0,4,0,4,NA
2020-12-27,Calaveras,1,0,3,0,4,NA
2020-12-28,Calaveras,0,0,1,0,5,NA
2020-03-29,Colusa,NA,NA,NA,NA,NA,NA
2020-03-30,Colusa,0,1,0,1,5,NA
2020-03-31,Colusa,0,1,0,1,5,NA
2020-04-01,Colusa,0,1,0,1,5,NA
2020-04-02,Colusa,0,1,0,1,5,NA
2020-04-03,Colusa,1,0,1,0,5,NA
2020-04-04,Colusa,1,0,1,0,5,NA
2020-04-05,Colusa,1,0,1,0,5,NA
2020-04-06,Colusa,0,0,0,0,6,NA
2020-04-07,Colusa,0,0,0,0,6,NA
2020-04-08,Colusa,0,0,0,0,6,NA
2020-04-09,Colusa,0,1,0,0,5,NA
2020-04-10,Colusa,0,0,0,0,6,NA
2020-04-11,Colusa,0,0,0,0,6,NA
2020-04-12,Colusa,0,0,0,0,6,NA
2020-04-13,Colusa,0,0,0,0,6,NA
2020-04-14,Colusa,0,0,0,0,6,NA
2020-04-15,Colusa,0,0,0,0,6,NA
2020-04-16,Colusa,0,1,0,1,5,NA
2020-04-17,Colusa,0,1,0,1,5,NA
2020-04-18,Colusa,0,0,0,0,6,NA
2020-04-19,Colusa,0,0,1,0,6,NA
